,x,y,z,Time,Hour,Minutes,Seconds,Intensity,dt
149728,-0.07,-0.734,-0.465,2495.45,5,11,35.45,0.871711535,FALSE
149729,-0.113,-0.828,-0.887,2495.466667,5,11,35.46666667,1.218655817,FALSE
149730,0.531,-0.316,-0.734,2495.483333,5,11,35.48333333,0.959464955,FALSE
149731,0.109,-0.461,-0.438,2495.5,5,11,35.5,0.645171295,FALSE
149732,0.332,-1.145,-0.504,2495.516667,5,11,35.51666667,1.294320285,FALSE
149733,0.859,-1.227,-0.902,2495.533333,5,11,35.53333333,1.748431869,TRUE
149734,0.512,-0.898,-0.656,2495.55,5,11,35.55,1.224289182,FALSE
149735,0.586,-0.469,-0.297,2495.566667,5,11,35.56666667,0.807196383,FALSE
149736,0.113,-0.078,-0.16,2495.583333,5,11,35.58333333,0.210838801,FALSE
149737,0.137,0.027,0.004,2495.6,5,11,35.6,0.139692519,FALSE
149738,0.496,-0.102,-0.184,2495.616667,5,11,35.61666667,0.538772679,FALSE
149739,0.137,-0.109,-0.273,2495.633333,5,11,35.63333333,0.32431312,FALSE
149740,0.625,-0.777,-0.059,2495.65,5,11,35.65,0.998916913,FALSE
149741,0.551,-1.129,0.457,2495.666667,5,11,35.66666667,1.33682123,FALSE
149742,0.004,-2.648,-0.547,2495.683333,5,11,35.68333333,2.703909947,TRUE
149743,0.703,-2.301,-0.785,2495.7,5,11,35.7,2.530817062,TRUE
149744,-0.039,-1.434,-0.152,2495.716667,5,11,35.71666667,1.442560571,FALSE
149745,-0.211,-1.164,-0.18,2495.733333,5,11,35.73333333,1.196585559,FALSE
149746,0.004,-0.961,-0.102,2495.75,5,11,35.75,0.966406229,FALSE
149747,-0.051,-1.035,-0.031,2495.766667,5,11,35.76666667,1.036719345,FALSE
149748,0.012,-0.906,0.141,2495.783333,5,11,35.78333333,0.916984733,FALSE
149749,0.176,-1.133,0.098,2495.8,5,11,35.8,1.150768873,FALSE
149750,0.34,-1.477,-0.125,2495.816667,5,11,35.81666667,1.520774145,TRUE
149751,0.387,-1.355,-0.047,2495.833333,5,11,35.83333333,1.409965602,FALSE
149752,0.363,-1.492,-0.156,2495.85,5,11,35.85,1.543427679,TRUE
149753,0.277,-1.68,-0.359,2495.866667,5,11,35.86666667,1.740117812,TRUE
149754,0.406,-1.551,-0.422,2495.883333,5,11,35.88333333,1.6578664,TRUE
149755,0.223,-1.598,-0.563,2495.9,5,11,35.9,1.708889113,TRUE
149756,0.063,-1.242,-0.508,2495.916667,5,11,35.91666667,1.343352895,FALSE
149757,0.109,-0.918,-0.48,2495.933333,5,11,35.93333333,1.041635733,FALSE
149758,-0.059,-0.727,-0.703,2495.95,5,11,35.95,1.013024679,FALSE
149759,0.125,-0.461,-0.828,2495.966667,5,11,35.96666667,0.955892253,FALSE
149760,-0.02,-0.691,-0.676,2495.983333,5,11,35.98333333,0.966880034,FALSE
149761,0.461,-0.516,-1.098,2496,5,11,36,1.297837047,FALSE
149762,0.559,-0.738,-0.59,2496.016667,5,11,36.01666667,1.0978274,FALSE
149763,0.473,-0.992,-0.543,2496.033333,5,11,36.03333333,1.225822989,FALSE
149764,0.352,-1.184,-0.352,2496.05,5,11,36.05,1.284392463,FALSE
149765,0.262,-0.758,-0.539,2496.066667,5,11,36.06666667,0.966296538,FALSE
149766,0.574,-0.031,-0.293,2496.083333,5,11,36.08333333,0.645202294,FALSE
149767,0.566,0.164,-0.051,2496.1,5,11,36.1,0.591483728,FALSE
149768,0.316,-0.285,-0.25,2496.116667,5,11,36.11666667,0.493539259,FALSE
149769,0.082,-0.223,-0.148,2496.133333,5,11,36.13333333,0.279923204,FALSE
149770,0.246,-0.707,-0.047,2496.15,5,11,36.15,0.750049332,FALSE
149771,0.699,-1.395,0.512,2496.166667,5,11,36.16666667,1.642184521,TRUE
149772,0.773,-2.082,-0.164,2496.183333,5,11,36.18333333,2.226914682,TRUE
149773,1.008,-2.266,-0.359,2496.2,5,11,36.2,2.50593316,TRUE
149774,0.273,-1.602,-0.449,2496.216667,5,11,36.21666667,1.685981613,TRUE
149775,-0.332,-1.277,0.055,2496.233333,5,11,36.23333333,1.320597592,FALSE
149776,0.215,-0.953,-0.215,2496.25,5,11,36.25,1.000329446,FALSE
149777,0.063,-0.93,-0.078,2496.266667,5,11,36.26666667,0.935389224,FALSE
149778,0.109,-0.938,0.012,2496.283333,5,11,36.28333333,0.944388162,FALSE
149779,0.371,-1.129,-0.094,2496.3,5,11,36.3,1.192106539,FALSE
149780,0.441,-1.336,-0.039,2496.316667,5,11,36.31666667,1.407443782,FALSE
149781,0.566,-1.348,-0.035,2496.333333,5,11,36.33333333,1.462424357,FALSE
149782,0.578,-1.465,-0.215,2496.35,5,11,36.35,1.589507471,TRUE
149783,0.488,-1.594,-0.289,2496.366667,5,11,36.36666667,1.691892727,TRUE
149784,0.363,-1.531,-0.426,2496.383333,5,11,36.38333333,1.630093862,TRUE
149785,0.32,-1.473,-0.473,2496.4,5,11,36.4,1.579828472,TRUE
149786,0.188,-1.316,-0.547,2496.416667,5,11,36.41666667,1.437500957,FALSE
149787,0.223,-1.125,-0.418,2496.433333,5,11,36.43333333,1.220687511,FALSE
149788,-0.105,-0.891,-0.551,2496.45,5,11,36.45,1.05285659,FALSE
149789,0.145,-0.66,-0.551,2496.466667,5,11,36.46666667,0.871909399,FALSE
149790,0.121,-0.637,-0.813,2496.483333,5,11,36.48333333,1.039893745,FALSE
149791,0.246,-0.625,-0.945,2496.5,5,11,36.5,1.159381732,FALSE
149792,0.426,-0.469,-0.91,2496.516667,5,11,36.51666667,1.108844894,FALSE
149793,0.48,-0.477,-0.695,2496.533333,5,11,36.53333333,0.970027835,FALSE
149794,0.355,-1.004,-0.637,2496.55,5,11,36.55,1.240890809,FALSE
149795,0.895,-1.082,-0.332,2496.566667,5,11,36.56666667,1.442904363,FALSE
149796,0.293,-0.637,-0.461,2496.583333,5,11,36.58333333,0.839129907,FALSE
149797,0.273,-0.008,-0.098,2496.6,5,11,36.6,0.290167193,FALSE
149798,0.555,-0.07,-0.422,2496.616667,5,11,36.61666667,0.700720344,FALSE
149799,0.285,-0.125,-0.32,2496.633333,5,11,36.63333333,0.446374282,FALSE
149800,0.188,-0.316,-0.113,2496.65,5,11,36.65,0.384667389,FALSE
149801,0.324,-0.766,0.266,2496.666667,5,11,36.66666667,0.873205589,FALSE
149802,0.242,-1.621,-0.199,2496.683333,5,11,36.68333333,1.651001514,TRUE
149803,0.664,-2.52,-0.238,2496.7,5,11,36.7,2.616856893,TRUE
