Time,R X,R Y,R Z,L X,L Y,L Z,,Time,Mag Right,Mag Left,,Shifted left forward 0.6
8.5,-0.457,-0.056,-0.856,-0.633,0.051,-0.75,,8.5,0.971967592,0.982746152,,
8.533333333,-0.449,-0.047,-0.845,-0.629,0.051,-0.75,,8.533333333,0.958037056,0.980174474,,
8.566666667,-0.46,-0.044,-0.848,-0.633,0.047,-0.75,,8.566666667,0.965732882,0.982546691,,
8.6,-0.457,-0.044,-0.848,-0.641,0.051,-0.75,,8.6,0.964307524,0.987918013,,
8.633333333,-0.46,-0.044,-0.842,-0.625,0.047,-0.746,,8.633333333,0.960468636,0.974345934,,
8.666666667,-0.46,-0.044,-0.856,-0.645,0.051,-0.742,,8.666666667,0.972765131,0.984474479,,
8.7,-0.457,-0.047,-0.845,-0.637,0.047,-0.746,,8.7,0.961812352,0.982086554,,
8.733333333,-0.46,-0.047,-0.848,-0.625,0.047,-0.746,,8.733333333,0.965874215,0.974345934,,
8.766666667,-0.452,-0.047,-0.848,-0.637,0.047,-0.742,,8.766666667,0.962089913,0.979051582,,
8.8,-0.457,-0.044,-0.845,-0.633,0.047,-0.746,,8.8,0.961670422,0.97949681,,
8.833333333,-0.457,-0.047,-0.845,-0.633,0.047,-0.746,,8.833333333,0.961812352,0.97949681,,
8.866666667,-0.457,-0.047,-0.848,-0.629,0.047,-0.75,,8.866666667,0.964449066,0.979974489,,
8.9,-0.46,-0.053,-0.845,-0.625,0.055,-0.75,,8.9,0.963552801,0.977829228,,
8.933333333,-0.452,-0.047,-0.848,-0.637,0.055,-0.75,,8.933333333,0.962089913,0.98554249,,
8.966666667,-0.457,-0.041,-0.848,-0.633,0.047,-0.75,,8.966666667,0.964175295,0.982546691,,
9,-0.46,-0.056,-0.845,-0.629,0.047,-0.75,,9,0.96372247,0.979974489,,
9.033333333,-0.457,-0.047,-0.856,-0.633,0.047,-0.746,,9.033333333,0.971490607,0.97949681,,
9.066666667,-0.457,-0.047,-0.845,-0.633,0.047,-0.754,,9.066666667,0.961812352,0.985603369,,
9.1,-0.457,-0.053,-0.848,-0.625,0.043,-0.75,,9.1,0.964760074,0.977227711,,
9.133333333,-0.452,-0.047,-0.845,-0.625,0.047,-0.746,,9.133333333,0.959446716,0.974345934,,
9.166666667,-0.457,-0.047,-0.848,-0.633,0.047,-0.75,,9.166666667,0.964449066,0.982546691,,
9.2,-0.457,-0.044,-0.848,-0.629,0.047,-0.75,,9.2,0.964307524,0.979974489,,
9.233333333,-0.46,-0.044,-0.833,-0.633,0.051,-0.75,,9.233333333,0.952588579,0.982746152,,
9.266666667,-0.463,-0.056,-0.85,-0.633,0.043,-0.754,,9.266666667,0.96953855,0.985420722,,
9.3,-0.457,-0.062,-0.859,-0.633,0.047,-0.75,,9.3,0.974973846,0.982546691,,
9.333333333,-0.452,-0.047,-0.856,-0.633,0.043,-0.754,,9.333333333,0.969148595,0.985420722,,
9.366666667,-0.46,-0.047,-0.842,-0.633,0.047,-0.742,,9.366666667,0.960610743,0.976453788,,
9.4,-0.463,-0.047,-0.845,-0.625,0.059,-0.75,,9.4,0.964677666,0.97806237,,
9.433333333,-0.463,-0.047,-0.848,-0.633,0.055,-0.754,,9.433333333,0.96730657,0.986017241,,
9.466666667,-0.457,-0.041,-0.848,-0.633,0.055,-0.754,,9.466666667,0.964175295,0.986017241,,
9.5,-0.457,-0.041,-0.845,-0.633,0.047,-0.742,,9.5,0.961537831,0.976453788,,
9.533333333,-0.466,-0.047,-0.848,-0.633,0.051,-0.742,,9.533333333,0.968746097,0.976654494,,
9.566666667,-0.46,-0.053,-0.85,-0.637,0.047,-0.75,,9.566666667,0.967940597,0.985128418,,
9.6,-0.457,-0.053,-0.845,-0.641,0.043,-0.738,,9.6,0.962124212,0.978454904,,
9.633333333,-0.452,-0.053,-0.845,-0.637,0.043,-0.738,,9.633333333,0.959759345,0.975839126,,
9.666666667,-0.457,-0.053,-0.85,-0.629,0.047,-0.75,,9.666666667,0.966518494,0.979974489,,
9.7,-0.449,-0.053,-0.871,-0.637,0.047,-0.75,,9.7,0.981351619,0.985128418,,
9.733333333,-0.422,-0.026,-0.991,-0.629,0.051,-0.75,,9.733333333,1.077423315,0.980174474,,
9.766666667,-0.422,0.015,-1.158,-0.625,0.055,-0.754,,9.766666667,1.232587928,0.980900607,,
9.8,-0.575,0.053,-1.27,-0.633,0.051,-0.75,,9.8,1.395110748,0.982746152,,
9.833333333,-0.044,0.111,-1.158,-0.633,0.051,-0.754,,9.833333333,1.164139596,0.985802211,,
9.866666667,-0.167,0.243,-0.897,-0.594,0.039,-0.781,,9.866666667,0.944217666,0.981996945,,
9.9,-0.126,0.208,-0.695,-0.652,0.012,-0.867,,9.9,0.736318545,1.084867273,,
9.933333333,-0.282,0.208,-0.481,-0.734,0.012,-1.059,,9.933333333,0.595104193,1.288557721,,
9.966666667,-0.364,0.191,-0.32,-0.574,-0.07,-1.164,,9.966666667,0.520938576,1.29971997,,
10,-0.349,0.235,-0.17,-0.488,-0.227,-0.863,,10,0.453790701,1.017075218,,
10.03333333,-0.314,0.287,-0.15,-0.168,-0.355,-0.832,,10.03333333,0.451070948,0.920039673,,
10.06666667,-0.707,0.504,-0.328,-0.168,-0.344,-0.766,,10.06666667,0.928142769,0.856338718,,
10.1,-0.748,0.61,-0.349,-0.031,-0.309,-0.547,,10.1,1.026355202,0.629007949,,
10.13333333,-0.598,0.71,-0.296,-0.277,-0.363,-0.301,,10.13333333,0.974330539,0.546899442,,
10.16666667,-0.707,0.947,-0.425,-0.484,-0.387,-0.152,,10.16666667,1.255899279,0.638066611,,
10.2,-0.889,1.062,-0.469,-0.703,-0.484,-0.199,,10.2,1.462233224,0.876393747,,
10.23333333,-0.328,1.173,-0.455,-0.586,-0.602,0.031,,10.23333333,1.300206907,0.840690787,,
10.26666667,-0.54,1.372,-0.537,-0.527,-0.84,0.191,,10.26666667,1.569188644,1.009856425,,
10.3,-0.405,1.252,-0.516,-0.805,-1.066,0.133,,10.3,1.413430225,1.342412008,,
10.33333333,-0.276,1.188,-0.463,-1.004,-1.266,0.074,,10.33333333,1.304564678,1.617481994,,
10.36666667,-0.437,1.132,-0.551,-0.855,-1.398,-0.051,,10.36666667,1.332664249,1.639521272,,
10.4,-0.39,0.974,-0.551,-0.766,-1.41,-0.188,,10.4,1.185064133,1.615611339,,
10.43333333,-0.487,0.933,-0.554,-0.629,-1.336,-0.246,,10.43333333,1.189358651,1.497014696,,
10.46666667,-0.654,0.859,-0.522,-0.535,-1.223,-0.246,,10.46666667,1.19920015,1.357376145,,
10.5,-0.56,0.792,-0.548,-0.57,-1.055,-0.305,,10.5,1.114077197,1.237315643,,
10.53333333,-0.622,0.871,-0.516,-0.578,-0.898,-0.34,,10.53333333,1.188183908,1.120753318,,
10.56666667,-0.572,1,-0.51,-0.617,-0.848,-0.363,,10.56666667,1.259874597,1.109757631,,
10.6,-0.49,1.088,-0.54,-0.715,-0.797,-0.352,,10.6,1.309749594,1.12709272,,
10.63333333,-0.405,1.202,-0.51,-0.66,-0.797,-0.367,,10.63333333,1.367087781,1.097951729,,
10.66666667,-0.434,1.243,-0.481,-0.648,-0.84,-0.355,,10.66666667,1.401701109,1.118717569,,
10.7,-0.408,1.22,-0.455,-0.633,-0.934,-0.34,,10.7,1.364510535,1.178407824,,
10.73333333,-0.232,1.144,-0.422,-0.551,-1.051,-0.355,,10.73333333,1.241226812,1.238639173,,
10.76666667,-0.205,1.009,-0.37,-0.461,-1.172,-0.328,,10.76666667,1.094077694,1.301418073,,
10.8,-0.355,0.974,-0.378,-0.52,-1.223,-0.336,,10.8,1.103442341,1.370775328,,
10.83333333,-0.091,0.865,-0.32,-0.52,-1.262,-0.273,,10.83333333,0.926771817,1.391967313,,
10.86666667,-0.067,0.768,-0.314,-0.469,-1.203,-0.25,,10.86666667,0.832411557,1.315169191,,
10.9,-0.123,0.721,-0.314,-0.426,-1.109,-0.277,,10.9,0.795968592,1.219871305,,
10.93333333,-0.053,0.686,-0.293,-0.367,-1.02,-0.227,,10.93333333,0.747832869,1.107527878,,
10.96666667,-0.091,0.692,-0.328,-0.289,-0.918,-0.219,,10.96666667,0.771186748,0.987018743,,
11,-0.138,0.736,-0.343,-0.223,-0.809,-0.234,,11,0.823643734,0.871186547,,
11.03333333,-0.217,0.786,-0.364,-0.188,-0.746,-0.215,,11.03333333,0.892961925,0.798802228,,
11.06666667,-0.255,0.85,-0.381,-0.145,-0.715,-0.207,,11.06666667,0.965756698,0.75835282,,
11.1,-0.302,0.915,-0.393,-0.156,-0.711,-0.23,,11.1,1.040614242,0.763385224,,
11.13333333,-0.405,0.971,-0.422,-0.215,-0.758,-0.234,,11.13333333,1.133556351,0.821915446,,
11.16666667,-0.422,1.015,-0.44,-0.277,-0.813,-0.219,,11.16666667,1.184022382,0.886374075,,
11.2,-0.352,1.044,-0.463,-0.336,-0.898,-0.227,,11.2,1.195076985,0.985306551,,
11.23333333,-0.396,1.1,-0.469,-0.426,-0.992,-0.234,,11.23333333,1.25967337,1.104670086,,
11.26666667,-0.425,1.076,-0.475,-0.492,-1.051,-0.238,,11.26666667,1.250610251,1.184613439,,
11.3,-0.393,1.056,-0.481,-0.559,-1.09,-0.266,,11.3,1.225131013,1.253529816,,
11.33333333,-0.331,1,-0.507,-0.574,-1.113,-0.293,,11.33333333,1.169020958,1.286115858,,
11.36666667,-0.411,0.977,-0.493,-0.531,-1.129,-0.281,,11.36666667,1.168973481,1.278891317,,
11.4,-0.405,0.886,-0.504,-0.551,-1.082,-0.297,,11.4,1.096830434,1.2500136,,
11.43333333,-0.411,0.85,-0.499,-0.531,-1.027,-0.32,,11.43333333,1.067905427,1.199620773,,
11.46666667,-0.466,0.839,-0.484,-0.492,-0.965,-0.316,,11.46666667,1.074864177,1.128337272,,
11.5,-0.472,0.85,-0.463,-0.492,-0.898,-0.336,,11.5,1.076871859,1.077665996,,
11.53333333,-0.408,0.889,-0.481,-0.516,-0.848,-0.316,,11.53333333,1.090021101,1.041737011,,
11.56666667,-0.419,0.941,-0.499,-0.535,-0.813,-0.297,,11.56666667,1.144571099,1.017547542,,
11.6,-0.413,1.012,-0.519,-0.531,-0.809,-0.281,,11.6,1.209989256,1.00767207,,
11.63333333,-0.372,1.111,-0.516,-0.547,-0.824,-0.266,,11.63333333,1.280219122,1.024178207,,
11.66666667,-0.39,1.15,-0.507,-0.531,-0.859,-0.25,,11.66666667,1.31592135,1.04035667,,
11.7,-0.367,1.15,-0.478,-0.527,-0.938,-0.273,,11.7,1.298334703,1.110000901,,
11.73333333,-0.331,1.141,-0.49,-0.547,-0.996,-0.266,,11.73333333,1.28512334,1.167039417,,
11.76666667,-0.302,1.062,-0.419,-0.551,-1.078,-0.289,,11.76666667,1.180935646,1.244671041,,
11.8,-0.317,0.985,-0.425,-0.535,-1.125,-0.281,,11.8,1.118632647,1.277032106,,
11.83333333,-0.287,0.915,-0.422,-0.523,-1.141,-0.324,,11.83333333,1.047701293,1.296297034,,
11.86666667,-0.191,0.792,-0.375,-0.5,-1.117,-0.27,,11.86666667,0.896866768,1.253231423,,
11.9,-0.191,0.695,-0.364,-0.52,-1.035,-0.297,,11.9,0.807466408,1.195756664,,
11.93333333,-0.117,0.622,-0.364,-0.488,-0.992,-0.246,,11.93333333,0.730115744,1.132574059,,
11.96666667,-0.141,0.589,-0.355,-0.473,-0.918,-0.223,,11.96666667,0.702016382,1.056495149,,
12,-0.176,0.622,-0.352,-0.43,-0.832,-0.215,,12,0.736046194,0.960910506,,
12.03333333,-0.179,0.677,-0.384,-0.379,-0.766,-0.191,,12.03333333,0.798640094,0.875715707,,
12.06666667,-0.214,0.736,-0.408,-0.305,-0.695,-0.203,,12.06666667,0.868306398,0.785658323,,
12.1,-0.29,0.806,-0.428,-0.262,-0.637,-0.219,,12.1,0.957559398,0.722754453,,
12.13333333,-0.299,0.886,-0.428,-0.254,-0.641,-0.223,,12.13333333,1.028387573,0.72465578,,
12.16666667,-0.331,0.953,-0.437,-0.27,-0.695,-0.234,,12.16666667,1.099426669,0.781460812,,
12.2,-0.343,1.012,-0.455,-0.301,-0.781,-0.242,,12.2,1.161386241,0.871278371,,
12.23333333,-0.352,1.082,-0.455,-0.359,-0.848,-0.23,,12.23333333,1.22541952,0.949149619,,
12.26666667,-0.37,1.117,-0.475,-0.418,-0.922,-0.238,,12.26666667,1.268942079,1.039928844,,
12.3,-0.337,1.129,-0.478,-0.465,-1,-0.234,,12.3,1.271492823,1.127377931,,
12.33333333,-0.381,1.106,-0.499,-0.523,-1.094,-0.242,,12.33333333,1.271769633,1.236498686,,
12.36666667,-0.393,1.038,-0.51,-0.566,-1.141,-0.254,,12.36666667,1.221471653,1.298750553,,
12.4,-0.349,0.985,-0.522,-0.582,-1.145,-0.277,,12.4,1.168122425,1.313955098,,
12.43333333,-0.355,0.933,-0.504,-0.551,-1.145,-0.281,,12.43333333,1.118270987,1.301378884,,
12.46666667,-0.367,0.868,-0.493,-0.516,-1.063,-0.289,,12.46666667,1.063561,1.216448108,,
12.5,-0.372,0.842,-0.481,-0.523,-0.973,-0.309,,12.5,1.038609166,1.147056668,,
12.53333333,-0.39,0.842,-0.478,-0.543,-0.914,-0.313,,12.53333333,1.04381416,1.108248167,,
12.56666667,-0.419,0.856,-0.478,-0.531,-0.863,-0.324,,12.56666667,1.066199325,1.063816714,,
12.6,-0.463,0.915,-0.496,-0.473,-0.852,-0.309,,12.6,1.139126859,1.022308173,,
12.63333333,-0.419,1.003,-0.493,-0.473,-0.832,-0.289,,12.63333333,1.193574045,0.999736965,,
12.66666667,-0.49,1.088,-0.507,-0.504,-0.816,-0.281,,12.66666667,1.296492576,0.99941633,,
12.7,-0.519,1.176,-0.516,-0.52,-0.813,-0.277,,12.7,1.385132846,1.004040836,,
12.73333333,-0.487,1.214,-0.499,-0.531,-0.867,-0.285,,12.73333333,1.399987857,1.055876413,,
12.76666667,-0.466,1.22,-0.499,-0.578,-0.941,-0.277,,12.76666667,1.39805472,1.138549077,,
12.8,-0.452,1.161,-0.463,-0.609,-1.043,-0.301,,12.8,1.3291328,1.244721254,,
12.83333333,-0.419,1.085,-0.428,-0.586,-1.121,-0.301,,12.83333333,1.239342568,1.300245361,,
12.86666667,-0.372,0.968,-0.434,-0.621,-1.137,-0.293,,12.86666667,1.124172585,1.328254117,,
12.9,-0.311,0.839,-0.384,-0.645,-1.125,-0.297,,12.9,0.97370324,1.330360477,,
12.93333333,-0.205,0.701,-0.37,-0.613,-1.094,-0.25,,12.93333333,0.818734389,1.278712243,,
12.96666667,-0.12,0.581,-0.343,-0.617,-1.02,-0.27,,12.96666667,0.685280964,1.222288427,,
13,-0.132,0.534,-0.355,-0.582,-0.953,-0.195,,13,0.654679311,1.133559879,,
13.03333333,-0.109,0.516,-0.364,-0.535,-0.859,-0.203,,13.03333333,0.640806523,1.032140979,,
13.06666667,-0.138,0.554,-0.375,-0.461,-0.766,-0.199,,13.06666667,0.683070275,0.915902833,,
13.1,-0.217,0.636,-0.396,-0.363,-0.664,-0.203,,13.1,0.780000641,0.783501117,,
13.13333333,-0.311,0.727,-0.413,-0.293,-0.605,-0.215,,13.13333333,0.892086879,0.705761291,,
13.16666667,-0.34,0.806,-0.437,-0.289,-0.582,-0.238,,13.16666667,0.977857352,0.692018063,,
13.2,-0.299,0.9,-0.452,-0.277,-0.602,-0.238,,13.2,1.050573653,0.704114337,,
13.23333333,-0.367,1.003,-0.478,-0.313,-0.672,-0.25,,13.23333333,1.170120507,0.782338162,,
13.26666667,-0.463,1.097,-0.484,-0.332,-0.742,-0.234,,13.26666667,1.285314747,0.845898339,,
13.3,-0.46,1.173,-0.496,-0.391,-0.828,-0.23,,13.3,1.354084562,0.944121285,,
13.33333333,-0.399,1.22,-0.537,-0.469,-0.93,-0.242,,13.33333333,1.39139139,1.069310526,,
13.36666667,-0.431,1.252,-0.54,-0.484,-1.023,-0.242,,13.36666667,1.429987762,1.157302467,,
13.4,-0.349,1.132,-0.525,-0.512,-1.094,-0.273,,13.4,1.295704442,1.238349305,,
13.43333333,-0.328,1.053,-0.54,-0.594,-1.188,-0.301,,13.43333333,1.228003664,1.361903447,,
13.46666667,-0.326,0.968,-0.493,-0.656,-1.234,-0.305,,13.46666667,1.134173267,1.430425461,,
13.5,-0.343,0.894,-0.504,-0.617,-1.199,-0.305,,13.5,1.08208179,1.382503165,,
13.53333333,-0.393,0.824,-0.499,-0.594,-1.094,-0.328,,13.53333333,1.04039704,1.287344554,,
13.56666667,-0.413,0.798,-0.493,-0.531,-1.016,-0.324,,13.56666667,1.024900971,1.191298871,,
13.6,-0.408,0.801,-0.463,-0.543,-0.93,-0.332,,13.6,1.011154785,1.126930788,,
13.63333333,-0.481,0.842,-0.469,-0.52,-0.859,-0.32,,13.63333333,1.077165725,1.053888514,,
13.66666667,-0.493,0.894,-0.496,-0.547,-0.805,-0.301,,13.66666667,1.13503348,1.018741871,,
13.7,-0.434,0.977,-0.516,-0.57,-0.762,-0.297,,13.7,1.187072449,0.996871607,,
13.73333333,-0.434,1.085,-0.519,-0.574,-0.762,-0.266,,13.73333333,1.278648505,0.990391842,,
13.76666667,-0.434,1.173,-0.525,-0.559,-0.797,-0.242,,13.76666667,1.356432822,1.003122126,,
13.8,-0.378,1.208,-0.531,-0.563,-0.852,-0.242,,13.8,1.3726285,1.049493687,,
13.83333333,-0.372,1.191,-0.504,-0.586,-0.934,-0.238,,13.83333333,1.345689786,1.128005319,,
13.86666667,-0.378,1.135,-0.516,-0.602,-1.047,-0.242,,13.86666667,1.302829613,1.231737391,,
13.9,-0.326,1.044,-0.463,-0.602,-1.137,-0.258,,13.9,1.187678829,1.312149763,,
13.93333333,-0.267,0.918,-0.455,-0.535,-1.211,-0.305,,13.93333333,1.05879082,1.35859155,,
13.96666667,-0.296,0.827,-0.446,-0.492,-1.199,-0.285,,13.96666667,0.98511979,1.326985305,,
14,-0.296,0.73,-0.419,-0.508,-1.145,-0.32,,14,0.892231472,1.292860781,,
14.03333333,-0.188,0.669,-0.393,-0.48,-1.063,-0.297,,14.03333333,0.798344537,1.20356886,,
14.06666667,-0.117,0.575,-0.37,-0.441,-0.957,-0.262,,14.06666667,0.693695899,1.085805692,,
14.1,-0.141,0.56,-0.375,-0.453,-0.871,-0.258,,14.1,0.688553556,1.015093099,,
14.13333333,-0.173,0.595,-0.378,-0.414,-0.805,-0.227,,14.13333333,0.72583607,0.93324702,,
14.16666667,-0.179,0.648,-0.381,-0.383,-0.734,-0.203,,14.16666667,0.772726342,0.852440027,,
14.2,-0.27,0.739,-0.408,-0.363,-0.664,-0.211,,14.2,0.886275916,0.785611863,,
14.23333333,-0.308,0.842,-0.428,-0.313,-0.609,-0.211,,14.23333333,0.993484776,0.716499128,,
14.26666667,-0.296,0.915,-0.422,-0.297,-0.625,-0.219,,14.26666667,1.050202361,0.725806448,,
14.3,-0.317,1,-0.463,-0.344,-0.672,-0.242,,14.3,1.146672578,0.792769828,,
14.33333333,-0.367,1.085,-0.455,-0.336,-0.758,-0.242,,14.33333333,1.232452433,0.863726809,,
14.36666667,-0.378,1.132,-0.469,-0.387,-0.883,-0.246,,14.36666667,1.282290529,0.994974372,,
14.4,-0.331,1.217,-0.49,-0.426,-0.938,-0.234,,14.4,1.353052105,1.056444982,,
14.43333333,-0.384,1.235,-0.493,-0.457,-1.055,-0.242,,14.43333333,1.384098985,1.174920423,,
14.46666667,-0.326,1.179,-0.496,-0.48,-1.152,-0.27,,14.46666667,1.319974621,1.276872742,,
14.5,-0.296,1.106,-0.504,-0.5,-1.207,-0.254,,14.5,1.250946841,1.330926369,,
14.53333333,-0.337,1.032,-0.504,-0.531,-1.242,-0.273,,14.53333333,1.196916455,1.378061682,,
14.56666667,-0.393,0.909,-0.496,-0.527,-1.23,-0.285,,14.56666667,1.107585663,1.368157155,,
14.6,-0.413,0.845,-0.49,-0.496,-1.141,-0.289,,14.6,1.060515912,1.277269744,,
14.63333333,-0.425,0.771,-0.466,-0.535,-1.035,-0.301,,14.63333333,0.996103408,1.203349908,,
14.66666667,-0.457,0.771,-0.455,-0.457,-0.949,-0.316,,14.66666667,1.005144268,1.0996845,,
14.7,-0.463,0.812,-0.446,-0.484,-0.848,-0.355,,14.7,1.035678039,1.03893455,,
14.73333333,-0.452,0.9,-0.475,-0.523,-0.793,-0.328,,14.73333333,1.113520992,1.004968656,,
14.76666667,-0.434,1.032,-0.484,-0.566,-0.742,-0.309,,14.76666667,1.219686845,0.983056967,,
14.8,-0.378,1.144,-0.496,-0.586,-0.738,-0.273,,14.8,1.302933613,0.981106009,,
14.83333333,-0.349,1.243,-0.504,-0.582,-0.789,-0.242,,14.83333333,1.385953102,1.00985593,,
14.86666667,-0.364,1.343,-0.51,-0.563,-0.875,-0.23,,14.86666667,1.481973347,1.065595608,,
14.9,-0.358,1.372,-0.522,-0.559,-0.973,-0.238,,14.9,1.510970549,1.147106795,,
14.93333333,-0.378,1.337,-0.496,-0.547,-1.109,-0.242,,14.93333333,1.475286074,1.260021428,,
14.96666667,-0.328,1.261,-0.499,-0.527,-1.203,-0.273,,14.96666667,1.395244065,1.341442134,,
15,-0.284,1.082,-0.463,-0.504,-1.258,-0.32,,15,1.210681213,1.392472621,,
15.03333333,-0.255,0.93,-0.405,-0.527,-1.285,-0.281,,15.03333333,1.045920647,1.417009174,,
15.06666667,-0.232,0.762,-0.381,-0.551,-1.215,-0.316,,15.06666667,0.882966024,1.371014953,,
15.1,-0.138,0.625,-0.355,-0.52,-1.113,-0.277,,15.1,0.731911197,1.259324422,,
15.13333333,-0.094,0.534,-0.334,-0.496,-1.047,-0.242,,15.13333333,0.636826507,1.183549323,,
15.16666667,-0.152,0.493,-0.328,-0.426,-0.938,-0.234,,15.16666667,0.611340331,1.056444982,,
15.2,-0.205,0.504,-0.334,-0.387,-0.809,-0.207,,15.2,0.638433238,0.920379813,,
15.23333333,-0.188,0.563,-0.378,-0.359,-0.688,-0.18,,15.23333333,0.703702352,0.796633542,,
15.26666667,-0.276,0.654,-0.408,-0.32,-0.598,-0.168,,15.26666667,0.81875271,0.698733139,,
15.3,-0.352,0.73,-0.413,-0.328,-0.566,-0.18,,15.3,0.909600462,0.678483603,,
15.33333333,-0.34,0.812,-0.428,-0.336,-0.605,-0.191,,15.33333333,0.97884013,0.717915037,,
15.36666667,-0.437,0.93,-0.455,-0.355,-0.66,-0.215,,15.36666667,1.123785567,0.779647356,,
15.4,-0.598,1.041,-0.475,-0.391,-0.754,-0.246,,15.4,1.291088688,0.884258446,,
15.43333333,-0.493,1.103,-0.481,-0.352,-0.816,-0.211,,15.43333333,1.300391864,0.91338984,,
15.46666667,-0.422,1.15,-0.516,-0.445,-0.906,-0.211,,15.46666667,1.329225338,1.03120415,,
15.5,-0.475,1.191,-0.496,-0.508,-1.004,-0.211,,15.5,1.374817079,1.144814832,,
15.53333333,-0.49,1.12,-0.504,-0.547,-1.105,-0.207,,15.53333333,1.322314637,1.250233178,,
15.56666667,-0.466,1.073,-0.496,-0.605,-1.203,-0.227,,15.56666667,1.270630159,1.365563254,,
15.6,-0.302,1,-0.499,-0.617,-1.242,-0.238,,15.6,1.157672233,1.407088128,,
15.63333333,-0.378,0.918,-0.484,-0.586,-1.219,-0.246,,15.63333333,1.104474536,1.374726518,,
15.66666667,-0.49,0.827,-0.478,-0.539,-1.16,-0.289,,15.66666667,1.073551582,1.311351212,,
15.7,-0.519,0.792,-0.478,-0.508,-1.063,-0.309,,15.7,1.060711554,1.217995895,,
15.73333333,-0.478,0.812,-0.455,-0.523,-0.945,-0.293,,15.73333333,1.046352235,1.119108127,,
15.76666667,-0.513,0.853,-0.44,-0.547,-0.863,-0.27,,15.76666667,1.088291321,1.056824489,,
15.8,-0.587,0.915,-0.466,-0.555,-0.809,-0.266,,15.8,1.182772167,1.016494958,,
15.83333333,-0.487,1.038,-0.507,-0.539,-0.781,-0.246,,15.83333333,1.253659443,0.980305055,,
15.86666667,-0.44,1.155,-0.537,-0.57,-0.797,-0.242,,15.86666667,1.347588216,1.009293317,,
15.9,-0.557,1.223,-0.545,-0.574,-0.813,-0.227,,15.9,1.450173438,1.020771277,,
15.93333333,-0.528,1.258,-0.522,-0.594,-0.914,-0.258,,15.93333333,1.460764184,1.120176772,,
15.96666667,-0.481,1.246,-0.522,-0.574,-1.031,-0.273,,15.96666667,1.434001743,1.211183719,,
16,-0.46,1.173,-0.481,-0.582,-1.164,-0.281,,16,1.3486623,1.331383115,,
16.03333333,-0.437,1.106,-0.44,-0.559,-1.258,-0.316,,16.03333333,1.267992508,1.412409643,,
16.06666667,-0.364,0.971,-0.434,-0.555,-1.273,-0.305,,16.06666667,1.124141005,1.421822422,,
16.1,-0.267,0.842,-0.405,-0.586,-1.277,-0.316,,16.1,0.971739677,1.440132286,,
16.13333333,-0.208,0.686,-0.367,-0.531,-1.219,-0.266,,16.13333333,0.8053254,1.355978613,,
16.16666667,-0.117,0.56,-0.343,-0.488,-1.098,-0.281,,16.16666667,0.667036731,1.233980956,,
16.2,-0.085,0.493,-0.349,-0.441,-1.016,-0.254,,16.2,0.609979508,1.136333138,,
16.23333333,-0.135,0.49,-0.364,-0.41,-0.898,-0.242,,16.23333333,0.62515678,1.016399528,,
16.26666667,-0.188,0.519,-0.361,-0.375,-0.773,-0.246,,16.26666667,0.659565008,0.893683389,,
16.3,-0.246,0.619,-0.37,-0.324,-0.684,-0.207,,16.3,0.761956035,0.784653427,,
16.33333333,-0.296,0.71,-0.375,-0.293,-0.629,-0.188,,16.33333333,0.855769245,0.718911677,,
16.36666667,-0.37,0.806,-0.413,-0.297,-0.574,-0.172,,16.36666667,0.978317433,0.668781728,,
16.4,-0.481,0.956,-0.46,-0.277,-0.605,-0.176,,16.4,1.164859219,0.688280466,,
16.43333333,-0.478,1.056,-0.449,-0.313,-0.633,-0.18,,16.43333333,1.243069186,0.728737264,,
16.46666667,-0.472,1.155,-0.499,-0.371,-0.707,-0.199,,16.46666667,1.343804301,0.822855394,,
16.5,-0.466,1.223,-0.548,-0.441,-0.805,-0.203,,16.5,1.418868916,0.940061168,,
16.53333333,-0.446,1.273,-0.525,-0.492,-0.918,-0.207,,16.53333333,1.447435664,1.061902538,,
16.56666667,-0.372,1.191,-0.548,-0.523,-1.031,-0.223,,16.56666667,1.36277988,1.177378019,,
16.6,-0.296,1.161,-0.56,-0.543,-1.141,-0.254,,16.6,1.322549432,1.288893324,,
16.63333333,-0.367,1.07,-0.534,-0.578,-1.238,-0.297,,16.63333333,1.250897678,1.398190616,,
16.66666667,-0.396,0.947,-0.499,-0.605,-1.305,-0.324,,16.66666667,1.141326421,1.474457866,,
16.7,-0.358,0.871,-0.469,-0.563,-1.285,-0.344,,16.7,1.052029467,1.444482606,,
16.73333333,-0.425,0.815,-0.437,-0.578,-1.199,-0.371,,16.73333333,1.017751934,1.38178363,,
16.76666667,-0.446,0.786,-0.437,-0.508,-1.066,-0.336,,16.76666667,1.003833153,1.227727983,,
16.8,-0.46,0.795,-0.437,-0.496,-0.922,-0.332,,16.8,1.01714994,1.09832782,,
16.83333333,-0.46,0.874,-0.46,-0.457,-0.836,-0.316,,16.83333333,1.089530174,1.003793305,,
16.86666667,-0.457,0.997,-0.504,-0.465,-0.777,-0.309,,16.86666667,1.207010356,0.956783675,,
16.9,-0.437,1.114,-0.545,-0.492,-0.766,-0.277,,16.9,1.314910643,0.951603384,,
16.93333333,-0.463,1.214,-0.54,-0.523,-0.797,-0.273,,16.93333333,1.407041222,0.991598205,,
16.96666667,-0.413,1.29,-0.551,-0.523,-0.855,-0.273,,16.96666667,1.462282462,1.038789199,,
17,-0.437,1.314,-0.563,-0.551,-0.949,-0.277,,17,1.494835777,1.131782223,,
