Time,R X,R Y,R Z,L X,L Y,L Z,,Time,Mag Right,Mag Left,,Shifted left forward 0.6
23.86666667,-0.531,-0.067,-0.801,-0.707,0.063,-0.688,,23.86666667,0.963354037,0.988515048,,
23.9,-0.54,-0.067,-0.801,-0.707,0.074,-0.688,,23.9,0.968343947,0.989277009,,
23.93333333,-0.528,-0.059,-0.801,-0.695,0.066,-0.688,,23.93333333,0.961179484,0.980165802,,
23.96666667,-0.528,-0.067,-0.798,-0.707,0.066,-0.688,,23.96666667,0.959206443,0.988710777,,
24,-0.54,-0.067,-0.801,-0.703,0.063,-0.684,,24,0.968343947,0.982870286,,
24.03333333,-0.531,-0.067,-0.798,-0.703,0.066,-0.684,,24.03333333,0.960861072,0.983067139,,
24.06666667,-0.522,-0.062,-0.804,-0.707,0.066,-0.684,,24.06666667,0.960595649,0.985931539,,
24.1,-0.531,-0.067,-0.801,-0.699,0.066,-0.688,,24.1,0.963354037,0.983006104,,
24.13333333,-0.54,-0.067,-0.798,-0.703,0.066,-0.688,,24.13333333,0.965863862,0.985854452,,
24.16666667,-0.54,-0.067,-0.801,-0.691,0.059,-0.684,,24.16666667,0.968343947,0.974072893,,
24.2,-0.534,-0.067,-0.798,-0.707,0.066,-0.684,,24.2,0.962522208,0.985931539,,
24.23333333,-0.531,-0.062,-0.801,-0.703,0.063,-0.688,,24.23333333,0.963019211,0.985658156,,
24.26666667,-0.54,-0.067,-0.792,-0.699,0.063,-0.684,,24.26666667,0.960912587,0.980013265,,
24.3,-0.534,-0.067,-0.801,-0.699,0.059,-0.688,,24.3,0.965010881,0.98256094,,
24.33333333,-0.531,-0.059,-0.798,-0.711,0.063,-0.684,,24.33333333,0.960336399,0.988608112,,
24.36666667,-0.54,-0.062,-0.804,-0.707,0.063,-0.684,,24.36666667,0.970494719,0.985735259,,
24.4,-0.54,-0.067,-0.798,-0.699,0.078,-0.684,,24.4,0.965863862,0.981091739,,
24.43333333,-0.534,-0.062,-0.798,-0.707,0.063,-0.684,,24.43333333,0.962187092,0.985735259,,
24.46666667,-0.534,-0.062,-0.801,-0.711,0.063,-0.684,,24.46666667,0.96467663,0.988608112,,
24.5,-0.534,-0.067,-0.798,-0.707,0.063,-0.684,,24.5,0.962522208,0.985735259,,
24.53333333,-0.54,-0.062,-0.798,-0.703,0.063,-0.688,,24.53333333,0.965529906,0.985658156,,
24.56666667,-0.54,-0.067,-0.798,-0.703,0.066,-0.688,,24.56666667,0.965863862,0.985854452,,
24.6,-0.534,-0.062,-0.789,-0.703,0.063,-0.688,,24.6,0.954736089,0.985658156,,
24.63333333,-0.54,-0.067,-0.801,-0.703,0.059,-0.684,,24.63333333,0.968343947,0.982622003,,
24.66666667,-0.54,-0.062,-0.798,-0.703,0.059,-0.684,,24.66666667,0.965529906,0.982622003,,
24.7,-0.543,-0.062,-0.798,-0.703,0.059,-0.688,,24.7,0.967210939,0.985410574,,
24.73333333,-0.534,-0.062,-0.798,-0.707,0.059,-0.688,,24.73333333,0.962187092,0.988268182,,
24.76666667,-0.543,-0.067,-0.798,-0.711,0.059,-0.68,,24.76666667,0.967544314,0.985597281,,
24.8,-0.534,-0.062,-0.792,-0.707,0.063,-0.684,,24.8,0.957216799,0.985735259,,
24.83333333,-0.545,-0.067,-0.792,-0.707,0.055,-0.684,,24.83333333,0.96373129,0.985256312,,
24.86666667,-0.54,-0.059,-0.789,-0.707,0.051,-0.68,,24.86666667,0.957915445,0.982267784,,
24.9,-0.545,-0.062,-0.798,-0.703,0.063,-0.688,,24.9,0.968335169,0.985658156,,
24.93333333,-0.54,-0.056,-0.798,-0.699,0.055,-0.688,,24.93333333,0.965163199,0.982328866,,
24.96666667,-0.543,-0.059,-0.792,-0.699,0.051,-0.684,,24.96666667,0.962077959,0.979315067,,
25,-0.543,-0.062,-0.798,-0.703,0.047,-0.68,,25,0.967210939,0.979192524,,
25.03333333,-0.545,-0.056,-0.789,-0.703,0.051,-0.688,,25.03333333,0.960563376,0.984963959,,
25.06666667,-0.545,-0.053,-0.786,-0.699,0.047,-0.684,,25.06666667,0.95793006,0.979114906,,
25.1,-0.543,-0.056,-0.789,-0.711,0.051,-0.684,,25.1,0.959430039,0.987915988,,
25.13333333,-0.545,-0.062,-0.789,-0.699,0.047,-0.684,,25.13333333,0.960931839,0.979114906,,
25.16666667,-0.545,-0.062,-0.792,-0.703,0.047,-0.68,,25.16666667,0.963396595,0.979192524,,
25.2,-0.543,-0.059,-0.789,-0.703,0.051,-0.688,,25.2,0.959609817,0.984963959,,
25.23333333,-0.548,-0.062,-0.792,-0.699,0.047,-0.688,,25.23333333,0.965096886,0.981913438,,
25.26666667,-0.548,-0.059,-0.789,-0.695,0.047,-0.684,,25.26666667,0.962447921,0.976263284,,
25.3,-0.545,-0.056,-0.789,-0.703,0.047,-0.684,,25.3,0.960563376,0.981974541,,
25.33333333,-0.545,-0.053,-0.792,-0.703,0.043,-0.688,,25.33333333,0.962859284,0.984582145,,
25.36666667,-0.554,-0.053,-0.786,-0.703,0.043,-0.68,,25.36666667,0.963078917,0.979008682,,
25.4,-0.545,-0.053,-0.786,-0.699,0.055,-0.688,,25.4,0.95793006,0.982328866,,
25.43333333,-0.554,-0.059,-0.792,-0.707,0.047,-0.68,,25.43333333,0.968328973,0.982068226,,
25.46666667,-0.548,-0.059,-0.786,-0.711,0.047,-0.684,,25.46666667,0.959990104,0.987717571,,
25.5,-0.548,-0.059,-0.789,-0.707,0.043,-0.684,,25.5,0.962447921,0.984659332,,
25.53333333,-0.548,-0.062,-0.789,-0.707,0.047,-0.684,,25.53333333,0.962636484,0.984842119,,
25.56666667,-0.557,-0.062,-0.798,-0.711,0.043,-0.684,,25.56666667,0.975139477,0.987535316,,
25.6,-0.543,-0.059,-0.792,-0.703,0.039,-0.684,,25.6,0.962077959,0.981624164,,
25.63333333,-0.545,-0.059,-0.792,-0.707,0.043,-0.684,,25.63333333,0.963208181,0.984659332,,
25.66666667,-0.545,-0.056,-0.798,-0.703,0.039,-0.684,,25.66666667,0.967969524,0.981624164,,
25.7,-0.545,-0.056,-0.792,-0.703,0.043,-0.688,,25.7,0.963029075,0.984582145,,
25.73333333,-0.545,-0.059,-0.786,-0.703,0.047,-0.688,,25.73333333,0.958280752,0.984764947,,
25.76666667,-0.548,-0.059,-0.786,-0.707,0.043,-0.684,,25.76666667,0.959990104,0.984659332,,
25.8,-0.548,-0.062,-0.789,-0.703,0.051,-0.691,,25.8,0.962636484,0.987061802,,
25.83333333,-0.543,-0.062,-0.792,-0.711,0.047,-0.691,,25.83333333,0.962266595,0.992577957,,
25.86666667,-0.54,-0.062,-0.792,-0.699,0.047,-0.688,,25.86666667,0.96057691,0.981913438,,
25.9,-0.545,-0.067,-0.792,-0.699,0.055,-0.688,,25.9,0.96373129,0.982328866,,
25.93333333,-0.548,-0.067,-0.792,-0.695,0.047,-0.695,,25.93333333,0.965430992,0.984001524,,
25.96666667,-0.54,-0.059,-0.792,-0.699,0.047,-0.688,,25.96666667,0.960387942,0.981913438,,
26,-0.543,-0.062,-0.792,-0.703,0.047,-0.684,,26,0.962266595,0.981974541,,
26.03333333,-0.54,-0.062,-0.792,-0.703,0.047,-0.688,,26.03333333,0.96057691,0.984764947,,
26.06666667,-0.545,-0.062,-0.792,-0.703,0.051,-0.684,,26.06666667,0.963396595,0.982174119,,
26.1,-0.543,-0.059,-0.792,-0.699,0.047,-0.684,,26.1,0.962077959,0.979114906,,
26.13333333,-0.54,-0.059,-0.798,-0.703,0.055,-0.684,,26.13333333,0.965341908,0.982389943,,
26.16666667,-0.54,-0.059,-0.789,-0.703,0.047,-0.684,,26.16666667,0.957915445,0.981974541,,
26.2,-0.543,-0.059,-0.792,-0.703,0.051,-0.684,,26.2,0.962077959,0.982174119,,
26.23333333,-0.545,-0.07,-0.792,-0.699,0.047,-0.688,,26.23333333,0.9639445,0.981913438,,
26.26666667,-0.54,-0.059,-0.792,-0.695,0.047,-0.688,,26.26666667,0.960387942,0.979069967,,
26.3,-0.543,-0.059,-0.801,-0.703,0.047,-0.691,,26.3,0.969500387,0.986863212,,
26.33333333,-0.543,-0.067,-0.789,-0.699,0.047,-0.688,,26.33333333,0.960134886,0.981913438,,
26.36666667,-0.534,-0.059,-0.798,-0.699,0.047,-0.688,,26.36666667,0.961998441,0.981913438,,
26.4,-0.534,-0.067,-0.798,-0.703,0.059,-0.691,,26.4,0.962522208,0.987507468,,
26.43333333,-0.543,-0.062,-0.792,-0.703,0.047,-0.688,,26.43333333,0.962266595,0.984764947,,
26.46666667,-0.543,-0.059,-0.786,-0.699,0.047,-0.688,,26.46666667,0.957144712,0.981913438,,
26.5,-0.54,-0.062,-0.798,-0.707,0.047,-0.684,,26.5,0.965529906,0.984842119,,
26.53333333,-0.54,-0.059,-0.789,-0.707,0.047,-0.688,,26.53333333,0.957915445,0.987624423,,
26.56666667,-0.543,-0.067,-0.792,-0.699,0.047,-0.688,,26.56666667,0.962601683,0.981913438,,
26.6,-0.545,-0.067,-0.792,-0.703,0.047,-0.688,,26.6,0.96373129,0.984764947,,
26.63333333,-0.534,-0.062,-0.792,-0.699,0.047,-0.688,,26.63333333,0.957216799,0.981913438,,
26.66666667,-0.54,-0.059,-0.792,-0.703,0.047,-0.688,,26.66666667,0.960387942,0.984764947,,
26.7,-0.543,-0.062,-0.801,-0.703,0.047,-0.688,,26.7,0.969687579,0.984764947,,
26.73333333,-0.54,-0.062,-0.798,-0.703,0.047,-0.688,,26.73333333,0.965529906,0.984764947,,
26.76666667,-0.543,-0.059,-0.789,-0.707,0.047,-0.688,,26.76666667,0.959609817,0.987624423,,
26.8,-0.54,-0.059,-0.792,-0.695,0.047,-0.688,,26.8,0.960387942,0.979069967,,
26.83333333,-0.54,-0.062,-0.792,-0.703,0.047,-0.688,,26.83333333,0.96057691,0.984764947,,
26.86666667,-0.54,-0.056,-0.792,-0.699,0.051,-0.688,,26.86666667,0.960208311,0.982113028,,
26.9,-0.543,-0.067,-0.792,-0.703,0.059,-0.688,,26.9,0.962601683,0.985410574,,
26.93333333,-0.543,-0.067,-0.792,-0.695,0.043,-0.684,,26.93333333,0.962601683,0.97607889,,
26.96666667,-0.548,-0.062,-0.786,-0.703,0.047,-0.688,,26.96666667,0.96017915,0.984764947,,
27,-0.545,-0.059,-0.792,-0.699,0.051,-0.688,,27,0.963208181,0.982113028,,
27.03333333,-0.545,-0.062,-0.801,-0.703,0.047,-0.688,,27.03333333,0.970808941,0.984764947,,
27.06666667,-0.54,-0.062,-0.798,-0.699,0.047,-0.684,,27.06666667,0.965529906,0.979114906,,
27.1,-0.545,-0.062,-0.789,-0.699,0.047,-0.688,,27.1,0.960931839,0.981913438,,
27.13333333,-0.548,-0.059,-0.792,-0.703,0.043,-0.688,,27.13333333,0.964908804,0.984582145,,
27.16666667,-0.543,-0.062,-0.792,-0.699,0.047,-0.688,,27.16666667,0.962266595,0.981913438,,
27.2,-0.545,-0.059,-0.792,-0.703,0.047,-0.691,,27.2,0.963208181,0.986863212,,
27.23333333,-0.54,-0.059,-0.789,-0.703,0.043,-0.688,,27.23333333,0.957915445,0.984582145,,
27.26666667,-0.543,-0.059,-0.786,-0.691,0.043,-0.688,,27.26666667,0.957144712,0.976050204,,
27.3,-0.545,-0.062,-0.786,-0.699,0.047,-0.684,,27.3,0.958470135,0.979114906,,
27.33333333,-0.543,-0.062,-0.792,-0.699,0.043,-0.688,,27.33333333,0.962266595,0.981730105,,
27.36666667,-0.543,-0.059,-0.792,-0.699,0.039,-0.684,,27.36666667,0.962077959,0.978763506,,
27.4,-0.548,-0.062,-0.792,-0.695,0.043,-0.695,,27.4,0.965096886,0.983818581,,
27.43333333,-0.545,-0.062,-0.792,-0.703,0.047,-0.688,,27.43333333,0.963396595,0.984764947,,
27.46666667,-0.543,-0.062,-0.789,-0.695,0.039,-0.688,,27.46666667,0.959798937,0.97871855,,
27.5,-0.543,-0.056,-0.789,-0.699,0.043,-0.684,,27.5,0.959430039,0.97893105,,
27.53333333,-0.548,-0.059,-0.789,-0.699,0.047,-0.684,,27.53333333,0.962447921,0.979114906,,
27.56666667,-0.545,-0.062,-0.789,-0.707,0.043,-0.688,,27.56666667,0.960931839,0.98744215,,
27.6,-0.554,-0.062,-0.789,-0.703,0.043,-0.684,,27.6,0.966064698,0.98179122,,
27.63333333,-0.543,-0.062,-0.792,-0.703,0.047,-0.684,,27.63333333,0.962266595,0.981974541,,
27.66666667,-0.543,-0.059,-0.789,-0.699,0.039,-0.688,,27.66666667,0.959609817,0.981563039,,
27.7,-0.545,-0.062,-0.792,-0.691,0.039,-0.688,,27.7,0.963396595,0.975882165,,
27.73333333,-0.548,-0.062,-0.792,-0.699,0.043,-0.688,,27.73333333,0.965096886,0.981730105,,
27.76666667,-0.543,-0.062,-0.792,-0.695,0.047,-0.688,,27.76666667,0.962266595,0.979069967,,
27.8,-0.548,-0.062,-0.798,-0.703,0.043,-0.688,,27.8,0.970026804,0.984582145,,
27.83333333,-0.543,-0.062,-0.801,-0.699,0.043,-0.688,,27.83333333,0.969687579,0.981730105,,
27.86666667,-0.545,-0.059,-0.789,-0.695,0.043,-0.688,,27.86666667,0.960742942,0.978886102,,
27.9,-0.54,-0.056,-0.798,-0.695,0.055,-0.691,,27.9,0.965163199,0.981596149,,
27.93333333,-0.543,-0.062,-0.792,-0.703,0.051,-0.688,,27.93333333,0.962266595,0.984963959,,
27.96666667,-0.548,-0.062,-0.798,-0.703,0.047,-0.688,,27.96666667,0.970026804,0.984764947,,
28,-0.543,-0.062,-0.789,-0.703,0.051,-0.688,,28,0.959798937,0.984963959,,
28.03333333,-0.54,-0.059,-0.789,-0.703,0.055,-0.688,,28.03333333,0.957915445,0.985179172,,
28.06666667,-0.548,-0.067,-0.798,-0.695,0.047,-0.691,,28.06666667,0.970359212,0.981180412,,
28.1,-0.54,-0.059,-0.798,-0.703,0.047,-0.688,,28.1,0.965341908,0.984764947,,
28.13333333,-0.54,-0.062,-0.798,-0.699,0.047,-0.688,,28.13333333,0.965529906,0.981913438,,
28.16666667,-0.548,-0.067,-0.789,-0.707,0.047,-0.684,,28.16666667,0.962971443,0.984842119,,
28.2,-0.543,-0.062,-0.792,-0.703,0.047,-0.688,,28.2,0.962266595,0.984764947,,
28.23333333,-0.545,-0.07,-0.792,-0.699,0.047,-0.688,,28.23333333,0.9639445,0.981913438,,
28.26666667,-0.534,-0.062,-0.789,-0.699,0.047,-0.688,,28.26666667,0.954736089,0.981913438,,
28.3,-0.545,-0.067,-0.792,-0.691,0.047,-0.688,,28.3,0.96373129,0.976234603,,
28.33333333,-0.54,-0.059,-0.789,-0.699,0.043,-0.691,,28.33333333,0.957915445,0.983834844,,
28.36666667,-0.545,-0.067,-0.792,-0.691,0.047,-0.688,,28.36666667,0.96373129,0.976234603,,
28.4,-0.545,-0.07,-0.798,-0.699,0.055,-0.691,,28.4,0.968880282,0.984432324,,
28.43333333,-0.545,-0.062,-0.792,-0.695,0.051,-0.688,,28.43333333,0.963396595,0.979270136,,
28.46666667,-0.543,-0.067,-0.792,-0.699,0.047,-0.691,,28.46666667,0.962601683,0.984017784,,
28.5,-0.548,-0.067,-0.789,-0.695,0.047,-0.688,,28.5,0.962971443,0.979069967,,
28.53333333,-0.534,-0.062,-0.789,-0.703,0.047,-0.688,,28.53333333,0.954736089,0.984764947,,
28.56666667,-0.545,-0.067,-0.792,-0.699,0.047,-0.688,,28.56666667,0.96373129,0.981913438,,
28.6,-0.543,-0.062,-0.792,-0.703,0.047,-0.691,,28.6,0.962266595,0.986863212,,
28.63333333,-0.543,-0.062,-0.786,-0.695,0.047,-0.688,,28.63333333,0.95733432,0.979069967,,
28.66666667,-0.543,-0.059,-0.801,-0.699,0.047,-0.688,,28.66666667,0.969500387,0.981913438,,
28.7,-0.534,-0.062,-0.789,-0.699,0.051,-0.688,,28.7,0.954736089,0.982113028,,
28.73333333,-0.545,-0.062,-0.792,-0.703,0.043,-0.688,,28.73333333,0.963396595,0.984582145,,
28.76666667,-0.545,-0.067,-0.801,-0.695,0.047,-0.688,,28.76666667,0.971141081,0.979069967,,
28.8,-0.54,-0.059,-0.792,-0.699,0.047,-0.688,,28.8,0.960387942,0.981913438,,
28.83333333,-0.545,-0.067,-0.792,-0.707,0.051,-0.688,,28.83333333,0.96373129,0.987822859,,
28.86666667,-0.543,-0.062,-0.789,-0.699,0.047,-0.688,,28.86666667,0.959798937,0.981913438,,
28.9,-0.545,-0.062,-0.792,-0.691,0.055,-0.688,,28.9,0.963396595,0.976652446,,
28.93333333,-0.543,-0.056,-0.789,-0.699,0.047,-0.688,,28.93333333,0.959430039,0.981913438,,
28.96666667,-0.543,-0.062,-0.798,-0.695,0.043,-0.695,,28.96666667,0.967210939,0.983818581,,
29,-0.554,-0.059,-0.792,-0.699,0.043,-0.688,,29,0.968328973,0.981730105,,
29.03333333,-0.545,-0.067,-0.792,-0.703,0.047,-0.684,,29.03333333,0.96373129,0.981974541,,
29.06666667,-0.54,-0.062,-0.789,-0.699,0.043,-0.684,,29.06666667,0.9581049,0.97893105,,
29.1,-0.543,-0.062,-0.789,-0.703,0.047,-0.688,,29.1,0.959798937,0.984764947,,
29.13333333,-0.545,-0.062,-0.792,-0.699,0.043,-0.688,,29.13333333,0.963396595,0.981730105,,
29.16666667,-0.543,-0.062,-0.789,-0.699,0.043,-0.688,,29.16666667,0.959798937,0.981730105,,
29.2,-0.545,-0.067,-0.798,-0.703,0.047,-0.688,,29.2,0.968668158,0.984764947,,
29.23333333,-0.545,-0.059,-0.792,-0.699,0.047,-0.684,,29.23333333,0.963208181,0.979114906,,
29.26666667,-0.543,-0.062,-0.789,-0.695,0.039,-0.688,,29.26666667,0.959798937,0.97871855,,
29.3,-0.548,-0.056,-0.789,-0.695,0.043,-0.688,,29.3,0.962268674,0.978886102,,
29.33333333,-0.54,-0.056,-0.789,-0.699,0.043,-0.688,,29.33333333,0.95773535,0.981730105,,
29.36666667,-0.545,-0.062,-0.786,-0.699,0.043,-0.688,,29.36666667,0.958470135,0.981730105,,
29.4,-0.548,-0.056,-0.792,-0.699,0.047,-0.688,,29.4,0.964730014,0.981913438,,
29.43333333,-0.545,-0.062,-0.78,-0.699,0.047,-0.688,,29.43333333,0.953555976,0.981913438,,
29.46666667,-0.548,-0.067,-0.789,-0.699,0.043,-0.691,,29.46666667,0.962971443,0.983834844,,
29.5,-0.543,-0.059,-0.789,-0.703,0.043,-0.688,,29.5,0.959609817,0.984582145,,
29.53333333,-0.543,-0.059,-0.789,-0.695,0.043,-0.691,,29.53333333,0.959609817,0.980996942,,
29.56666667,-0.548,-0.062,-0.789,-0.691,0.035,-0.688,,29.56666667,0.962636484,0.975730496,,
29.6,-0.545,-0.059,-0.789,-0.695,0.043,-0.688,,29.6,0.960742942,0.978886102,,
29.63333333,-0.548,-0.059,-0.789,-0.699,0.043,-0.688,,29.63333333,0.962447921,0.981730105,,
29.66666667,-0.545,-0.059,-0.789,-0.699,0.043,-0.691,,29.66666667,0.960742942,0.983834844,,
29.7,-0.543,-0.056,-0.792,-0.691,0.035,-0.688,,29.7,0.961898643,0.975730496,,
29.73333333,-0.554,-0.062,-0.786,-0.703,0.047,-0.688,,29.73333333,0.963616106,0.984764947,,
29.76666667,-0.543,-0.067,-0.786,-0.699,0.043,-0.688,,29.76666667,0.957671134,0.981730105,,
29.8,-0.545,-0.067,-0.792,-0.699,0.039,-0.688,,29.8,0.96373129,0.981563039,,
29.83333333,-0.54,-0.062,-0.786,-0.699,0.043,-0.688,,29.83333333,0.955635914,0.981730105,,
29.86666667,-0.545,-0.062,-0.789,-0.703,0.047,-0.688,,29.86666667,0.960931839,0.984764947,,
29.9,-0.545,-0.062,-0.792,-0.695,0.051,-0.688,,29.9,0.963396595,0.979270136,,
29.93333333,-0.543,-0.062,-0.789,-0.703,0.043,-0.691,,29.93333333,0.959798937,0.986680799,,
29.96666667,-0.545,-0.059,-0.786,-0.703,0.047,-0.695,,29.96666667,0.958280752,0.989668126,,
30,-0.545,-0.062,-0.792,-0.699,0.043,-0.688,,30,0.963396595,0.981730105,,
30.03333333,-0.545,-0.059,-0.789,-0.703,0.047,-0.688,,30.03333333,0.960742942,0.984764947,,
30.06666667,-0.543,-0.062,-0.789,-0.699,0.043,-0.688,,30.06666667,0.959798937,0.981730105,,
30.1,-0.543,-0.062,-0.786,-0.703,0.043,-0.688,,30.1,0.95733432,0.984582145,,
30.13333333,-0.545,-0.067,-0.789,-0.703,0.047,-0.688,,30.13333333,0.961267393,0.984764947,,
30.16666667,-0.545,-0.07,-0.798,-0.695,0.047,-0.691,,30.16666667,0.968880282,0.981180412,,
30.2,-0.54,-0.067,-0.792,-0.699,0.047,-0.688,,30.2,0.960912587,0.981913438,,
30.23333333,-0.545,-0.07,-0.798,-0.695,0.047,-0.688,,30.23333333,0.968880282,0.979069967,,
30.26666667,-0.545,-0.062,-0.789,-0.691,0.051,-0.688,,30.26666667,0.960931839,0.976435354,,
30.3,-0.545,-0.067,-0.789,-0.691,0.047,-0.688,,30.3,0.961267393,0.976234603,,
30.33333333,-0.54,-0.062,-0.798,-0.703,0.047,-0.688,,30.33333333,0.965529906,0.984764947,,
30.36666667,-0.54,-0.062,-0.792,-0.699,0.047,-0.688,,30.36666667,0.96057691,0.981913438,,
30.4,-0.543,-0.062,-0.792,-0.703,0.051,-0.691,,30.4,0.962266595,0.987061802,,
30.43333333,-0.545,-0.067,-0.789,-0.695,0.047,-0.688,,30.43333333,0.961267393,0.979069967,,
30.46666667,-0.54,-0.07,-0.798,-0.695,0.047,-0.688,,30.46666667,0.966076602,0.979069967,,
30.5,-0.543,-0.062,-0.798,-0.699,0.047,-0.688,,30.5,0.967210939,0.981913438,,
30.53333333,-0.54,-0.067,-0.789,-0.703,0.047,-0.688,,30.53333333,0.958441443,0.984764947,,
30.56666667,-0.543,-0.062,-0.792,-0.699,0.047,-0.688,,30.56666667,0.962266595,0.981913438,,
30.6,-0.54,-0.059,-0.792,-0.703,0.047,-0.688,,30.6,0.960387942,0.984764947,,
30.63333333,-0.548,-0.067,-0.789,-0.695,0.047,-0.691,,30.63333333,0.962971443,0.981180412,,
30.66666667,-0.543,-0.073,-0.801,-0.699,0.047,-0.691,,30.66666667,0.970452987,0.984017784,,
30.7,-0.543,-0.067,-0.789,-0.699,0.043,-0.688,,30.7,0.960134886,0.981730105,,
30.73333333,-0.543,-0.067,-0.792,-0.707,0.051,-0.688,,30.73333333,0.962601683,0.987822859,,
30.76666667,-0.543,-0.067,-0.792,-0.703,0.043,-0.691,,30.76666667,0.962601683,0.986680799,,
30.8,-0.543,-0.067,-0.789,-0.699,0.047,-0.691,,30.8,0.960134886,0.984017784,,
30.83333333,-0.545,-0.062,-0.792,-0.699,0.043,-0.691,,30.83333333,0.963396595,0.983834844,,
30.86666667,-0.543,-0.062,-0.792,-0.699,0.047,-0.688,,30.86666667,0.962266595,0.981913438,,
30.9,-0.54,-0.062,-0.789,-0.703,0.059,-0.684,,30.9,0.9581049,0.982622003,,
30.93333333,-0.548,-0.07,-0.789,-0.711,0.051,-0.688,,30.93333333,0.963184821,0.990689659,,
30.96666667,-0.545,-0.067,-0.801,-0.707,0.047,-0.688,,30.96666667,0.971141081,0.987624423,,
31,-0.543,-0.062,-0.792,-0.699,0.047,-0.688,,31,0.962266595,0.981913438,,
31.03333333,-0.543,-0.062,-0.792,-0.695,0.043,-0.688,,31.03333333,0.962266595,0.978886102,,
31.06666667,-0.545,-0.062,-0.792,-0.695,0.047,-0.684,,31.06666667,0.963396595,0.976263284,,
31.1,-0.545,-0.067,-0.792,-0.695,0.047,-0.688,,31.1,0.96373129,0.979069967,,
31.13333333,-0.543,-0.062,-0.798,-0.703,0.047,-0.688,,31.13333333,0.967210939,0.984764947,,
31.16666667,-0.543,-0.062,-0.789,-0.703,0.047,-0.688,,31.16666667,0.959798937,0.984764947,,
31.2,-0.545,-0.067,-0.792,-0.707,0.047,-0.688,,31.2,0.96373129,0.987624423,,
31.23333333,-0.545,-0.062,-0.789,-0.703,0.043,-0.684,,31.23333333,0.960931839,0.98179122,,
31.26666667,-0.548,-0.067,-0.786,-0.703,0.047,-0.684,,31.26666667,0.960514966,0.981974541,,
31.3,-0.543,-0.067,-0.789,-0.703,0.047,-0.684,,31.3,0.960134886,0.981974541,,
31.33333333,-0.54,-0.062,-0.786,-0.703,0.047,-0.688,,31.33333333,0.955635914,0.984764947,,
31.36666667,-0.543,-0.062,-0.789,-0.699,0.047,-0.688,,31.36666667,0.959798937,0.981913438,,
31.4,-0.554,-0.067,-0.792,-0.695,0.055,-0.688,,31.4,0.968849317,0.9794866,,
31.43333333,-0.545,-0.062,-0.789,-0.699,0.043,-0.684,,31.43333333,0.960931839,0.97893105,,
31.46666667,-0.543,-0.059,-0.786,-0.699,0.043,-0.688,,31.46666667,0.957144712,0.981730105,,
31.5,-0.548,-0.067,-0.792,-0.699,0.043,-0.684,,31.5,0.965430992,0.97893105,,
31.53333333,-0.554,-0.062,-0.786,-0.703,0.047,-0.688,,31.53333333,0.963616106,0.984764947,,
31.56666667,-0.545,-0.056,-0.786,-0.703,0.043,-0.688,,31.56666667,0.958100725,0.984582145,,
31.6,-0.548,-0.059,-0.789,-0.699,0.043,-0.684,,31.6,0.962447921,0.97893105,,
31.63333333,-0.545,-0.067,-0.786,-0.707,0.047,-0.688,,31.63333333,0.95880655,0.987624423,,
31.66666667,-0.557,-0.062,-0.798,-0.711,0.039,-0.684,,31.66666667,0.975139477,0.987369232,,
31.7,-0.543,-0.062,-0.786,-0.703,0.039,-0.688,,31.7,0.95733432,0.984415563,,
31.73333333,-0.545,-0.062,-0.789,-0.703,0.039,-0.688,,31.73333333,0.960931839,0.984415563,,
31.76666667,-0.545,-0.062,-0.789,-0.707,0.043,-0.691,,31.76666667,0.960931839,0.989534739,,
31.8,-0.557,-0.062,-0.789,-0.699,0.043,-0.688,,31.8,0.9677882,0.981730105,,
31.83333333,-0.543,-0.059,-0.798,-0.707,0.043,-0.688,,31.83333333,0.967023268,0.98744215,,
31.86666667,-0.548,-0.067,-0.789,-0.707,0.039,-0.688,,31.86666667,0.962971443,0.987276051,,
31.9,-0.545,-0.062,-0.792,-0.699,0.055,-0.688,,31.9,0.963396595,0.982328866,,
31.93333333,-0.548,-0.062,-0.789,-0.703,0.047,-0.684,,31.93333333,0.962636484,0.981974541,,
31.96666667,-0.548,-0.062,-0.786,-0.703,0.043,-0.684,,31.96666667,0.96017915,0.98179122,,
32,-0.545,-0.067,-0.786,-0.707,0.043,-0.684,,32,0.95880655,0.984659332,,
32.03333333,-0.548,-0.067,-0.78,-0.699,0.035,-0.684,,32.03333333,0.955611323,0.978612283,,
32.06666667,-0.545,-0.062,-0.789,-0.707,0.043,-0.688,,32.06666667,0.960931839,0.98744215,,
32.1,-0.545,-0.062,-0.789,-0.703,0.047,-0.684,,32.1,0.960931839,0.981974541,,
32.13333333,-0.548,-0.062,-0.792,-0.699,0.043,-0.684,,32.13333333,0.965096886,0.97893105,,
32.16666667,-0.545,-0.067,-0.789,-0.703,0.043,-0.688,,32.16666667,0.961267393,0.984582145,,
32.2,-0.545,-0.067,-0.789,-0.699,0.047,-0.688,,32.2,0.961267393,0.981913438,,
32.23333333,-0.545,-0.067,-0.792,-0.707,0.047,-0.688,,32.23333333,0.96373129,0.987624423,,
32.26666667,-0.545,-0.07,-0.786,-0.703,0.043,-0.688,,32.26666667,0.959020855,0.984582145,,
32.3,-0.545,-0.067,-0.789,-0.699,0.043,-0.688,,32.3,0.961267393,0.981730105,,
32.33333333,-0.543,-0.067,-0.792,-0.707,0.047,-0.688,,32.33333333,0.962601683,0.987624423,,
